0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,0.006208726743004347,0.006208726743004347,0.006208726743004347,0.006208726743004347,0.006208726743004347,0.006208726743004347,0.006208726743004347,0.006208726743004347,0.006208726743004347,0.006208726743004347,0.006208726743004347
,0.03255512984850722,0.03255512984850722,0.03255512984850722,0.03255512984850722,0.03255512984850722,0.03255512984850722,0.03255512984850722,0.03255512984850722,0.03255512984850722,0.03255512984850722,0.03255512984850722
,0.05890227606912002,0.05890227606912002,0.05890227606912002,0.05890227606912002,0.05890227606912002,0.05890227606912002,0.05890227606912002,0.05890227606912002,0.05890227606912002,0.05890227606912002,0.05890227606912002
,0.08524867917462284,0.08524867917462284,0.08524867917462284,0.08524867917462284,0.08524867917462284,0.08524867917462284,0.08524867917462284,0.08524867917462284,0.08524867917462284,0.08524867917462284,0.08524867917462284
,0.11159582539523552,0.11159582539523552,0.11159582539523552,0.11159582539523552,0.11159582539523552,0.11159582539523552,0.11159582539523552,0.11159582539523552,0.11159582539523552,0.11159582539523552,0.11159582539523552
,0.1379422285007383,0.1379422285007383,0.1379422285007383,0.1379422285007383,0.1379422285007383,0.1379422285007383,0.1379422285007383,0.1379422285007383,0.1379422285007383,0.1379422285007383,0.1379422285007383
,0.1642893747213512,0.1642893747213512,0.1642893747213512,0.1642893747213512,0.1642893747213512,0.1642893747213512,0.1642893747213512,0.1642893747213512,0.1642893747213512,0.1642893747213512,0.1642893747213512
,0.1906357778268541,0.1906357778268541,0.1906357778268541,0.1906357778268541,0.1906357778268541,0.1906357778268541,0.1906357778268541,0.1906357778268541,0.1906357778268541,0.1906357778268541,0.1906357778268541
,0.21698292404746675,0.21698292404746675,0.21698292404746675,0.21698292404746675,0.21698292404746675,0.21698292404746675,0.21698292404746675,0.21698292404746675,0.21698292404746675,0.21698292404746675,0.21698292404746675
,0.24332932715296976,0.24332932715296976,0.24332932715296976,0.24332932715296976,0.24332932715296976,0.24332932715296976,0.24332932715296976,0.24332932715296976,0.24332932715296976,0.24332932715296976,0.24332932715296976
,0.2696764733735824,0.2696764733735824,0.2696764733735824,0.2696764733735824,0.2696764733735824,0.2696764733735824,0.2696764733735824,0.2696764733735824,0.2696764733735824,0.2696764733735824,0.2696764733735824
